Lake Name,County,State,SurveyName,Contributor Name,Year,Month,Day,Date,Approx Time of Day,Elapsed Time (sec),Surface Water Temperature (oF),Conductivity (µS/cm),Latitude,Longitude,Location Name,Notes
Cedar Lake,Van Buren,Michigan,jun30cedarlakevbctempcond,D. McLaughlin,2020,6,30,6/30/20,,4000,81.1,292,42.08686,-85.83242,Main Lake,
Cedar Lake,Van Buren,Michigan,jun30cedarlakevbctempcond,D. McLaughlin,2020,6,30,6/30/20,,4010,81.1,292,42.08697,-85.83238,Main Lake,
Cedar Lake,Van Buren,Michigan,jun30cedarlakevbctempcond,D. McLaughlin,2020,6,30,6/30/20,,4020,81.1,292,42.08707,-85.83233,Main Lake,
Cedar Lake,Van Buren,Michigan,jun30cedarlakevbctempcond,D. McLaughlin,2020,6,30,6/30/20,,4030,81.1,292,42.08717,-85.83228,Main Lake,
Cedar Lake,Van Buren,Michigan,jun30cedarlakevbctempcond,D. McLaughlin,2020,6,30,6/30/20,,4040,81.1,293,42.08726,-85.8322,Main Lake,
Cedar Lake,Van Buren,Michigan,jun30cedarlakevbctempcond,D. McLaughlin,2020,6,30,6/30/20,,4050,81.1,293,42.08734,-85.8321,Main Lake,
Cedar Lake,Van Buren,Michigan,jun30cedarlakevbctempcond,D. McLaughlin,2020,6,30,6/30/20,,4060,81,294,42.08741,-85.83197,Main Lake,
Cedar Lake,Van Buren,Michigan,jun30cedarlakevbctempcond,D. McLaughlin,2020,6,30,6/30/20,,4070,81,293,42.08746,-85.83184,Main Lake,
Cedar Lake,Van Buren,Michigan,jun30cedarlakevbctempcond,D. McLaughlin,2020,6,30,6/30/20,,4080,81.1,292,42.08746,-85.83171,Main Lake,
Cedar Lake,Van Buren,Michigan,jun30cedarlakevbctempcond,D. McLaughlin,2020,6,30,6/30/20,,4090,81.1,292,42.08743,-85.8316,Main Lake,
Cedar Lake,Van Buren,Michigan,jun30cedarlakevbctempcond,D. McLaughlin,2020,6,30,6/30/20,,4100,81.1,293,42.08738,-85.8315,Main Lake,
Cedar Lake,Van Buren,Michigan,jun30cedarlakevbctempcond,D. McLaughlin,2020,6,30,6/30/20,,4110,81,295,42.08733,-85.83141,Main Lake,
Cedar Lake,Van Buren,Michigan,jun30cedarlakevbctempcond,D. McLaughlin,2020,6,30,6/30/20,,4120,81,295,42.08729,-85.83131,Main Lake,
Cedar Lake,Van Buren,Michigan,jun30cedarlakevbctempcond,D. McLaughlin,2020,6,30,6/30/20,,4130,81,297,42.08724,-85.83121,Main Lake,
Cedar Lake,Van Buren,Michigan,jun30cedarlakevbctempcond,D. McLaughlin,2020,6,30,6/30/20,,4140,81,297,42.08719,-85.8311,Main Lake,
Cedar Lake,Van Buren,Michigan,jun30cedarlakevbctempcond,D. McLaughlin,2020,6,30,6/30/20,,4150,80.9,297,42.08714,-85.83098,Main Lake,
Cedar Lake,Van Buren,Michigan,jun30cedarlakevbctempcond,D. McLaughlin,2020,6,30,6/30/20,,4160,80.9,297,42.08709,-85.83085,Main Lake,
Cedar Lake,Van Buren,Michigan,jun30cedarlakevbctempcond,D. McLaughlin,2020,6,30,6/30/20,,4170,80.9,297,42.08706,-85.83072,Main Lake,
Cedar Lake,Van Buren,Michigan,jun30cedarlakevbctempcond,D. McLaughlin,2020,6,30,6/30/20,,4180,80.9,297,42.08701,-85.83061,Main Lake,
Cedar Lake,Van Buren,Michigan,jun30cedarlakevbctempcond,D. McLaughlin,2020,6,30,6/30/20,,4190,81,297,42.08696,-85.83049,Main Lake,
Cedar Lake,Van Buren,Michigan,jun30cedarlakevbctempcond,D. McLaughlin,2020,6,30,6/30/20,,4200,81,297,42.08691,-85.83037,Main Lake,
Cedar Lake,Van Buren,Michigan,jun30cedarlakevbctempcond,D. McLaughlin,2020,6,30,6/30/20,,4210,81,297,42.08687,-85.83025,Main Lake,
Cedar Lake,Van Buren,Michigan,jun30cedarlakevbctempcond,D. McLaughlin,2020,6,30,6/30/20,,4220,81,297,42.08682,-85.83013,Main Lake,
Cedar Lake,Van Buren,Michigan,jun30cedarlakevbctempcond,D. McLaughlin,2020,6,30,6/30/20,,4230,81,297,42.08678,-85.82999,Main Lake,
Cedar Lake,Van Buren,Michigan,jun30cedarlakevbctempcond,D. McLaughlin,2020,6,30,6/30/20,,4240,81,297,42.08673,-85.82987,Main Lake,
Cedar Lake,Van Buren,Michigan,jun30cedarlakevbctempcond,D. McLaughlin,2020,6,30,6/30/20,,4250,81,297,42.08668,-85.82977,Main Lake,
Cedar Lake,Van Buren,Michigan,jun30cedarlakevbctempcond,D. McLaughlin,2020,6,30,6/30/20,,4260,81,297,42.08662,-85.82967,Main Lake,
Cedar Lake,Van Buren,Michigan,jun30cedarlakevbctempcond,D. McLaughlin,2020,6,30,6/30/20,,4270,81.1,298,42.08657,-85.82955,Main Lake,
Cedar Lake,Van Buren,Michigan,jun30cedarlakevbctempcond,D. McLaughlin,2020,6,30,6/30/20,,4280,81,297,42.08651,-85.82944,Main Lake,
Cedar Lake,Van Buren,Michigan,jun30cedarlakevbctempcond,D. McLaughlin,2020,6,30,6/30/20,,4290,81.1,297,42.08644,-85.82932,Main Lake,
Cedar Lake,Van Buren,Michigan,jun30cedarlakevbctempcond,D. McLaughlin,2020,6,30,6/30/20,,4300,81.1,297,42.08636,-85.82922,Main Lake,
Cedar Lake,Van Buren,Michigan,jun30cedarlakevbctempcond,D. McLaughlin,2020,6,30,6/30/20,,4310,81,298,42.08629,-85.82912,Main Lake,
Cedar Lake,Van Buren,Michigan,jun30cedarlakevbctempcond,D. McLaughlin,2020,6,30,6/30/20,,4320,81.1,298,42.08621,-85.82902,Main Lake,
Cedar Lake,Van Buren,Michigan,jun30cedarlakevbctempcond,D. McLaughlin,2020,6,30,6/30/20,,4330,81,297,42.08613,-85.82893,Main Lake,
Cedar Lake,Van Buren,Michigan,jun30cedarlakevbctempcond,D. McLaughlin,2020,6,30,6/30/20,,4340,81,297,42.08604,-85.82884,Main Lake,
Cedar Lake,Van Buren,Michigan,jun30cedarlakevbctempcond,D. McLaughlin,2020,6,30,6/30/20,,4350,81,297,42.08595,-85.82875,Main Lake,
Cedar Lake,Van Buren,Michigan,jun30cedarlakevbctempcond,D. McLaughlin,2020,6,30,6/30/20,,4360,81,298,42.08586,-85.82867,Main Lake,
Cedar Lake,Van Buren,Michigan,jun30cedarlakevbctempcond,D. McLaughlin,2020,6,30,6/30/20,,4370,81,297,42.08577,-85.8286,Main Lake,
Cedar Lake,Van Buren,Michigan,jun30cedarlakevbctempcond,D. McLaughlin,2020,6,30,6/30/20,,4380,81,297,42.08568,-85.82852,Main Lake,
Cedar Lake,Van Buren,Michigan,jun30cedarlakevbctempcond,D. McLaughlin,2020,6,30,6/30/20,,4390,81,297,42.08559,-85.82845,Main Lake,
Cedar Lake,Van Buren,Michigan,jun30cedarlakevbctempcond,D. McLaughlin,2020,6,30,6/30/20,,4400,80.9,296,42.0855,-85.82838,Main Lake,
Cedar Lake,Van Buren,Michigan,jun30cedarlakevbctempcond,D. McLaughlin,2020,6,30,6/30/20,,4410,80.8,296,42.08541,-85.82832,Main Lake,
Cedar Lake,Van Buren,Michigan,jun30cedarlakevbctempcond,D. McLaughlin,2020,6,30,6/30/20,,4420,80.8,296,42.08533,-85.82826,Main Lake,
Cedar Lake,Van Buren,Michigan,jun30cedarlakevbctempcond,D. McLaughlin,2020,6,30,6/30/20,,4430,80.8,296,42.08524,-85.82821,Main Lake,
Cedar Lake,Van Buren,Michigan,jun30cedarlakevbctempcond,D. McLaughlin,2020,6,30,6/30/20,,4440,80.8,296,42.08514,-85.82815,Main Lake,
Cedar Lake,Van Buren,Michigan,jun30cedarlakevbctempcond,D. McLaughlin,2020,6,30,6/30/20,,4450,80.9,296,42.08503,-85.82812,Main Lake,
Cedar Lake,Van Buren,Michigan,jun30cedarlakevbctempcond,D. McLaughlin,2020,6,30,6/30/20,,4460,80.8,296,42.08492,-85.82809,Main Lake,
Cedar Lake,Van Buren,Michigan,jun30cedarlakevbctempcond,D. McLaughlin,2020,6,30,6/30/20,,4470,80.8,296,42.08481,-85.82806,Main Lake,
Cedar Lake,Van Buren,Michigan,jun30cedarlakevbctempcond,D. McLaughlin,2020,6,30,6/30/20,,4480,80.8,296,42.08471,-85.828,Main Lake,
Cedar Lake,Van Buren,Michigan,jun30cedarlakevbctempcond,D. McLaughlin,2020,6,30,6/30/20,,4490,80.9,296,42.0846,-85.82796,Main Lake,
Cedar Lake,Van Buren,Michigan,jun30cedarlakevbctempcond,D. McLaughlin,2020,6,30,6/30/20,,4500,80.9,296,42.0845,-85.82792,Main Lake,
Cedar Lake,Van Buren,Michigan,jun30cedarlakevbctempcond,D. McLaughlin,2020,6,30,6/30/20,,4510,80.9,296,42.08439,-85.82787,Main Lake,
Cedar Lake,Van Buren,Michigan,jun30cedarlakevbctempcond,D. McLaughlin,2020,6,30,6/30/20,,4520,80.9,296,42.08429,-85.82781,Main Lake,
Cedar Lake,Van Buren,Michigan,jun30cedarlakevbctempcond,D. McLaughlin,2020,6,30,6/30/20,,4530,80.9,296,42.08419,-85.82774,Main Lake,
Cedar Lake,Van Buren,Michigan,jun30cedarlakevbctempcond,D. McLaughlin,2020,6,30,6/30/20,,4540,80.9,296,42.08411,-85.82764,Main Lake,
Cedar Lake,Van Buren,Michigan,jun30cedarlakevbctempcond,D. McLaughlin,2020,6,30,6/30/20,,4550,80.9,297,42.08402,-85.82751,Main Lake,
Cedar Lake,Van Buren,Michigan,jun30cedarlakevbctempcond,D. McLaughlin,2020,6,30,6/30/20,,4560,80.9,297,42.08395,-85.82737,Main Lake,
Cedar Lake,Van Buren,Michigan,jun30cedarlakevbctempcond,D. McLaughlin,2020,6,30,6/30/20,,4570,80.9,297,42.0839,-85.82722,Main Lake,
Cedar Lake,Van Buren,Michigan,jun30cedarlakevbctempcond,D. McLaughlin,2020,6,30,6/30/20,,4580,80.9,297,42.08388,-85.82706,Main Lake,
Cedar Lake,Van Buren,Michigan,jun30cedarlakevbctempcond,D. McLaughlin,2020,6,30,6/30/20,,4590,80.9,297,42.08386,-85.82692,Main Lake,
Cedar Lake,Van Buren,Michigan,jun30cedarlakevbctempcond,D. McLaughlin,2020,6,30,6/30/20,,4600,80.9,297,42.08384,-85.82678,Main Lake,
Cedar Lake,Van Buren,Michigan,jun30cedarlakevbctempcond,D. McLaughlin,2020,6,30,6/30/20,,4610,80.9,297,42.08383,-85.82665,Main Lake,
Cedar Lake,Van Buren,Michigan,jun30cedarlakevbctempcond,D. McLaughlin,2020,6,30,6/30/20,,4620,81,297,42.08382,-85.82652,Main Lake,
Cedar Lake,Van Buren,Michigan,jun30cedarlakevbctempcond,D. McLaughlin,2020,6,30,6/30/20,,4630,81,297,42.08383,-85.82639,Main Lake,
Cedar Lake,Van Buren,Michigan,jun30cedarlakevbctempcond,D. McLaughlin,2020,6,30,6/30/20,,4640,81.1,297,42.08387,-85.82628,Main Lake,
Cedar Lake,Van Buren,Michigan,jun30cedarlakevbctempcond,D. McLaughlin,2020,6,30,6/30/20,,4650,81.1,297,42.08389,-85.82622,Main Lake,
Cedar Lake,Van Buren,Michigan,jun30cedarlakevbctempcond,D. McLaughlin,2020,6,30,6/30/20,,4660,81.1,297,42.08393,-85.82621,Main Lake,
Cedar Lake,Van Buren,Michigan,jun30cedarlakevbctempcond,D. McLaughlin,2020,6,30,6/30/20,,4670,81,297,42.08395,-85.82619,Main Lake,
Cedar Lake,Van Buren,Michigan,jun30cedarlakevbctempcond,D. McLaughlin,2020,6,30,6/30/20,,4680,81,297,42.08397,-85.82616,Main Lake,
Cedar Lake,Van Buren,Michigan,jun30cedarlakevbctempcond,D. McLaughlin,2020,6,30,6/30/20,,4690,81,297,42.08401,-85.82608,Main Lake,
Cedar Lake,Van Buren,Michigan,jun30cedarlakevbctempcond,D. McLaughlin,2020,6,30,6/30/20,,4700,81,297,42.08405,-85.82594,Main Lake,
Cedar Lake,Van Buren,Michigan,jun30cedarlakevbctempcond,D. McLaughlin,2020,6,30,6/30/20,,4710,81,296,42.08406,-85.8258,Main Lake,
Cedar Lake,Van Buren,Michigan,jun30cedarlakevbctempcond,D. McLaughlin,2020,6,30,6/30/20,,4720,81,297,42.084,-85.82568,Main Lake,
Cedar Lake,Van Buren,Michigan,jun30cedarlakevbctempcond,D. McLaughlin,2020,6,30,6/30/20,,4730,81,297,42.08393,-85.82558,Main Lake,
Cedar Lake,Van Buren,Michigan,jun30cedarlakevbctempcond,D. McLaughlin,2020,6,30,6/30/20,,4740,81,297,42.08389,-85.82545,Main Lake,
Cedar Lake,Van Buren,Michigan,jun30cedarlakevbctempcond,D. McLaughlin,2020,6,30,6/30/20,,4750,81,297,42.08387,-85.82532,Main Lake,
Cedar Lake,Van Buren,Michigan,jun30cedarlakevbctempcond,D. McLaughlin,2020,6,30,6/30/20,,4760,81,297,42.08392,-85.82522,Main Lake,
Cedar Lake,Van Buren,Michigan,jun30cedarlakevbctempcond,D. McLaughlin,2020,6,30,6/30/20,,4770,80.9,297,42.08399,-85.82513,Main Lake,
Cedar Lake,Van Buren,Michigan,jun30cedarlakevbctempcond,D. McLaughlin,2020,6,30,6/30/20,,4780,80.8,298,42.08407,-85.82507,Main Lake,
Cedar Lake,Van Buren,Michigan,jun30cedarlakevbctempcond,D. McLaughlin,2020,6,30,6/30/20,,4790,80.7,298,42.08414,-85.82509,Main Lake,
Cedar Lake,Van Buren,Michigan,jun30cedarlakevbctempcond,D. McLaughlin,2020,6,30,6/30/20,,4800,80.9,296,42.08424,-85.82515,Main Lake,
Cedar Lake,Van Buren,Michigan,jun30cedarlakevbctempcond,D. McLaughlin,2020,6,30,6/30/20,,4810,81,297,42.08434,-85.8252,Main Lake,
Cedar Lake,Van Buren,Michigan,jun30cedarlakevbctempcond,D. McLaughlin,2020,6,30,6/30/20,,4820,81.1,297,42.08443,-85.82524,Main Lake,
Cedar Lake,Van Buren,Michigan,jun30cedarlakevbctempcond,D. McLaughlin,2020,6,30,6/30/20,,4830,81.2,297,42.08454,-85.82528,Main Lake,
Cedar Lake,Van Buren,Michigan,jun30cedarlakevbctempcond,D. McLaughlin,2020,6,30,6/30/20,,4840,81.2,297,42.08463,-85.82531,Main Lake,
Cedar Lake,Van Buren,Michigan,jun30cedarlakevbctempcond,D. McLaughlin,2020,6,30,6/30/20,,4850,81.2,298,42.08474,-85.82534,Main Lake,
Cedar Lake,Van Buren,Michigan,jun30cedarlakevbctempcond,D. McLaughlin,2020,6,30,6/30/20,,4860,81.2,297,42.08486,-85.82535,Main Lake,
Cedar Lake,Van Buren,Michigan,jun30cedarlakevbctempcond,D. McLaughlin,2020,6,30,6/30/20,,4870,81.1,298,42.08496,-85.82535,Main Lake,
Cedar Lake,Van Buren,Michigan,jun30cedarlakevbctempcond,D. McLaughlin,2020,6,30,6/30/20,,4880,81.1,298,42.08507,-85.82533,Main Lake,
Cedar Lake,Van Buren,Michigan,jun30cedarlakevbctempcond,D. McLaughlin,2020,6,30,6/30/20,,4890,81.1,298,42.08518,-85.82529,Main Lake,
Cedar Lake,Van Buren,Michigan,jun30cedarlakevbctempcond,D. McLaughlin,2020,6,30,6/30/20,,4900,81.2,298,42.08529,-85.82526,Main Lake,
Cedar Lake,Van Buren,Michigan,jun30cedarlakevbctempcond,D. McLaughlin,2020,6,30,6/30/20,,4910,81.2,298,42.08539,-85.82523,Main Lake,
Cedar Lake,Van Buren,Michigan,jun30cedarlakevbctempcond,D. McLaughlin,2020,6,30,6/30/20,,4920,81.2,298,42.0855,-85.8252,Main Lake,
Cedar Lake,Van Buren,Michigan,jun30cedarlakevbctempcond,D. McLaughlin,2020,6,30,6/30/20,,4930,81.2,299,42.08561,-85.82515,Main Lake,
Cedar Lake,Van Buren,Michigan,jun30cedarlakevbctempcond,D. McLaughlin,2020,6,30,6/30/20,,4940,81.3,299,42.08572,-85.82511,Main Lake,
Cedar Lake,Van Buren,Michigan,jun30cedarlakevbctempcond,D. McLaughlin,2020,6,30,6/30/20,,4950,81.3,299,42.08582,-85.82508,Main Lake,
Cedar Lake,Van Buren,Michigan,jun30cedarlakevbctempcond,D. McLaughlin,2020,6,30,6/30/20,,4960,81.4,299,42.08592,-85.82506,Main Lake,
Cedar Lake,Van Buren,Michigan,jun30cedarlakevbctempcond,D. McLaughlin,2020,6,30,6/30/20,,4970,81.4,299,42.08604,-85.82502,Main Lake,
Cedar Lake,Van Buren,Michigan,jun30cedarlakevbctempcond,D. McLaughlin,2020,6,30,6/30/20,,4980,81.3,299,42.08616,-85.82499,Main Lake,
Cedar Lake,Van Buren,Michigan,jun30cedarlakevbctempcond,D. McLaughlin,2020,6,30,6/30/20,,4990,81.3,300,42.08628,-85.82498,Main Lake,
Cedar Lake,Van Buren,Michigan,jun30cedarlakevbctempcond,D. McLaughlin,2020,6,30,6/30/20,,5000,81.2,300,42.0864,-85.82497,Main Lake,
Cedar Lake,Van Buren,Michigan,jun30condstd,D. McLaughlin,2020,6,30,6/30/20,,128,,151,42.08887,-85.82532,CondStd150,
Cedar Lake,Van Buren,Michigan,jun30condstd,D. McLaughlin,2020,6,30,6/30/20,,130,,151,42.08887,-85.82532,CondStd150,
Cedar Lake,Van Buren,Michigan,jun30condstd,D. McLaughlin,2020,6,30,6/30/20,,132,,151,42.08887,-85.82532,CondStd150,
Cedar Lake,Van Buren,Michigan,jun30condstd,D. McLaughlin,2020,6,30,6/30/20,,134,,151,42.08887,-85.82532,CondStd150,
Cedar Lake,Van Buren,Michigan,jun30condstd,D. McLaughlin,2020,6,30,6/30/20,,136,,151,42.08887,-85.82532,CondStd150,
Cedar Lake,Van Buren,Michigan,jun30condstd,D. McLaughlin,2020,6,30,6/30/20,,138,,130,42.08887,-85.82532,CondStd150,
Cedar Lake,Van Buren,Michigan,jun30condstd,D. McLaughlin,2020,6,30,6/30/20,,140,,151,42.08887,-85.82532,CondStd150,
Cedar Lake,Van Buren,Michigan,jun30condstd,D. McLaughlin,2020,6,30,6/30/20,,142,,151,42.08887,-85.82532,CondStd150,
Cedar Lake,Van Buren,Michigan,jun30condstd,D. McLaughlin,2020,6,30,6/30/20,,144,,151,42.08887,-85.82532,CondStd150,
Cedar Lake,Van Buren,Michigan,jun30condstd,D. McLaughlin,2020,6,30,6/30/20,,146,,151,42.08887,-85.82532,CondStd150,
Cedar Lake,Van Buren,Michigan,jun30condstd,D. McLaughlin,2020,6,30,6/30/20,,148,,151,42.08887,-85.82532,CondStd150,
Cedar Lake,Van Buren,Michigan,jun30condstd,D. McLaughlin,2020,6,30,6/30/20,,150,,151,42.08887,-85.82532,CondStd150,
Cedar Lake,Van Buren,Michigan,jun30condstd,D. McLaughlin,2020,6,30,6/30/20,,152,,151,42.08887,-85.82532,CondStd150,
Cedar Lake,Van Buren,Michigan,jun30condstd,D. McLaughlin,2020,6,30,6/30/20,,154,,151,42.08887,-85.82532,CondStd150,
Cedar Lake,Van Buren,Michigan,jun30condstd,D. McLaughlin,2020,6,30,6/30/20,,156,,151,42.08887,-85.82532,CondStd150,
Cedar Lake,Van Buren,Michigan,jun30condstd,D. McLaughlin,2020,6,30,6/30/20,,158,,151,42.08887,-85.82532,CondStd150,
Cedar Lake,Van Buren,Michigan,jun30condstd,D. McLaughlin,2020,6,30,6/30/20,,160,,151,42.08887,-85.82532,CondStd150,
Cedar Lake,Van Buren,Michigan,newkayakdesigncedarlakevbc,D. McLaughlin,2020,7,7,7/7/20,12:58:30,220,86.2,297,42.08885,-85.82554,Main Lake,
Cedar Lake,Van Buren,Michigan,newkayakdesigncedarlakevbc,D. McLaughlin,2020,7,7,7/7/20,12:58:40,230,86.2,297,42.08895,-85.82581,Main Lake,
Cedar Lake,Van Buren,Michigan,newkayakdesigncedarlakevbc,D. McLaughlin,2020,7,7,7/7/20,12:58:50,240,86.2,297,42.08894,-85.82594,Main Lake,
Cedar Lake,Van Buren,Michigan,newkayakdesigncedarlakevbc,D. McLaughlin,2020,7,7,7/7/20,12:59:00,250,86,297,42.08893,-85.82596,Main Lake,
Cedar Lake,Van Buren,Michigan,newkayakdesigncedarlakevbc,D. McLaughlin,2020,7,7,7/7/20,12:59:10,260,86.2,297,42.08894,-85.82603,Main Lake,
Cedar Lake,Van Buren,Michigan,newkayakdesigncedarlakevbc,D. McLaughlin,2020,7,7,7/7/20,12:59:20,270,86.2,297,42.0889,-85.82608,Main Lake,
Cedar Lake,Van Buren,Michigan,newkayakdesigncedarlakevbc,D. McLaughlin,2020,7,7,7/7/20,12:59:30,280,86.2,297,42.08885,-85.82616,Main Lake,
Cedar Lake,Van Buren,Michigan,newkayakdesigncedarlakevbc,D. McLaughlin,2020,7,7,7/7/20,12:59:40,290,86.4,297,42.0888,-85.82613,Main Lake,
Cedar Lake,Van Buren,Michigan,newkayakdesigncedarlakevbc,D. McLaughlin,2020,7,7,7/7/20,12:59:50,300,86.4,297,42.08878,-85.82617,Main Lake,
Cedar Lake,Van Buren,Michigan,newkayakdesigncedarlakevbc,D. McLaughlin,2020,7,7,7/7/20,13:00:00,310,86.4,297,42.08872,-85.82625,Main Lake,
Cedar Lake,Van Buren,Michigan,newkayakdesigncedarlakevbc,D. McLaughlin,2020,7,7,7/7/20,13:00:10,320,86.4,297,42.08867,-85.82632,Main Lake,
Cedar Lake,Van Buren,Michigan,newkayakdesigncedarlakevbc,D. McLaughlin,2020,7,7,7/7/20,13:00:20,330,86.2,297,42.0886,-85.82637,Main Lake,
Cedar Lake,Van Buren,Michigan,newkayakdesigncedarlakevbc,D. McLaughlin,2020,7,7,7/7/20,13:00:30,340,86.2,297,42.08852,-85.82639,Main Lake,
Cedar Lake,Van Buren,Michigan,newkayakdesigncedarlakevbc,D. McLaughlin,2020,7,7,7/7/20,13:00:40,350,86.4,297,42.08843,-85.82643,Main Lake,
Cedar Lake,Van Buren,Michigan,newkayakdesigncedarlakevbc,D. McLaughlin,2020,7,7,7/7/20,13:00:50,360,86,296,42.08836,-85.82649,Main Lake,
Cedar Lake,Van Buren,Michigan,newkayakdesigncedarlakevbc,D. McLaughlin,2020,7,7,7/7/20,13:01:00,370,86.2,297,42.08828,-85.82654,Main Lake,
Cedar Lake,Van Buren,Michigan,newkayakdesigncedarlakevbc,D. McLaughlin,2020,7,7,7/7/20,13:01:10,380,86.2,297,42.0882,-85.82656,Main Lake,
Cedar Lake,Van Buren,Michigan,newkayakdesigncedarlakevbc,D. McLaughlin,2020,7,7,7/7/20,13:01:20,390,86.2,296,42.0881,-85.82655,Main Lake,
Cedar Lake,Van Buren,Michigan,newkayakdesigncedarlakevbc,D. McLaughlin,2020,7,7,7/7/20,13:01:30,400,86.2,296,42.08801,-85.82645,Main Lake,
Cedar Lake,Van Buren,Michigan,newkayakdesigncedarlakevbc,D. McLaughlin,2020,7,7,7/7/20,13:01:40,410,86.2,296,42.08794,-85.82638,Main Lake,
Cedar Lake,Van Buren,Michigan,newkayakdesigncedarlakevbc,D. McLaughlin,2020,7,7,7/7/20,13:01:50,420,86.4,296,42.08786,-85.82631,Main Lake,
Cedar Lake,Van Buren,Michigan,newkayakdesigncedarlakevbc,D. McLaughlin,2020,7,7,7/7/20,13:02:00,430,86.4,296,42.08778,-85.82623,Main Lake,
Cedar Lake,Van Buren,Michigan,newkayakdesigncedarlakevbc,D. McLaughlin,2020,7,7,7/7/20,13:02:10,440,86.4,297,42.08768,-85.82616,Main Lake,
Cedar Lake,Van Buren,Michigan,newkayakdesigncedarlakevbc,D. McLaughlin,2020,7,7,7/7/20,13:02:20,450,86.4,297,42.08759,-85.82609,Main Lake,
Cedar Lake,Van Buren,Michigan,newkayakdesigncedarlakevbc,D. McLaughlin,2020,7,7,7/7/20,13:02:30,460,86.4,296,42.0875,-85.82601,Main Lake,
Cedar Lake,Van Buren,Michigan,newkayakdesigncedarlakevbc,D. McLaughlin,2020,7,7,7/7/20,13:02:40,470,86.4,297,42.08743,-85.82592,Main Lake,
Cedar Lake,Van Buren,Michigan,newkayakdesigncedarlakevbc,D. McLaughlin,2020,7,7,7/7/20,13:02:50,480,86.4,297,42.08736,-85.82581,Main Lake,
Cedar Lake,Van Buren,Michigan,newkayakdesigncedarlakevbc,D. McLaughlin,2020,7,7,7/7/20,13:03:00,490,86.4,296,42.08729,-85.82569,Main Lake,
Cedar Lake,Van Buren,Michigan,newkayakdesigncedarlakevbc,D. McLaughlin,2020,7,7,7/7/20,13:03:10,500,86.5,297,42.08724,-85.82558,Main Lake,
Cedar Lake,Van Buren,Michigan,newkayakdesigncedarlakevbc,D. McLaughlin,2020,7,7,7/7/20,13:03:20,510,86.5,297,42.08718,-85.82549,Main Lake,
Cedar Lake,Van Buren,Michigan,newkayakdesigncedarlakevbc,D. McLaughlin,2020,7,7,7/7/20,13:03:30,520,86.5,297,42.08714,-85.82536,Main Lake,
Cedar Lake,Van Buren,Michigan,newkayakdesigncedarlakevbc,D. McLaughlin,2020,7,7,7/7/20,13:03:40,530,86.7,297,42.08709,-85.82523,Main Lake,
Cedar Lake,Van Buren,Michigan,newkayakdesigncedarlakevbc,D. McLaughlin,2020,7,7,7/7/20,13:03:50,540,86.7,297,42.08704,-85.82513,Main Lake,
Cedar Lake,Van Buren,Michigan,newkayakdesigncedarlakevbc,D. McLaughlin,2020,7,7,7/7/20,13:04:00,550,86.7,297,42.08698,-85.82502,Main Lake,
Cedar Lake,Van Buren,Michigan,newkayakdesigncedarlakevbc,D. McLaughlin,2020,7,7,7/7/20,13:04:10,560,86.9,297,42.08693,-85.82492,Main Lake,
Cedar Lake,Van Buren,Michigan,newkayakdesigncedarlakevbc,D. McLaughlin,2020,7,7,7/7/20,13:04:20,570,86.7,297,42.08686,-85.82484,Main Lake,
Cedar Lake,Van Buren,Michigan,newkayakdesigncedarlakevbc,D. McLaughlin,2020,7,7,7/7/20,13:04:30,580,86.7,297,42.08677,-85.82484,Main Lake,
Cedar Lake,Van Buren,Michigan,newkayakdesigncedarlakevbc,D. McLaughlin,2020,7,7,7/7/20,13:04:40,590,86.7,297,42.08667,-85.82484,Main Lake,
Cedar Lake,Van Buren,Michigan,newkayakdesigncedarlakevbc,D. McLaughlin,2020,7,7,7/7/20,13:04:50,600,86.5,297,42.08656,-85.82484,Main Lake,
Cedar Lake,Van Buren,Michigan,newkayakdesigncedarlakevbc,D. McLaughlin,2020,7,7,7/7/20,13:05:00,610,86.4,296,42.08646,-85.82484,Main Lake,
Cedar Lake,Van Buren,Michigan,newkayakdesigncedarlakevbc,D. McLaughlin,2020,7,7,7/7/20,13:05:10,620,86.2,296,42.08637,-85.82484,Main Lake,
Cedar Lake,Van Buren,Michigan,newkayakdesigncedarlakevbc,D. McLaughlin,2020,7,7,7/7/20,13:05:20,630,86.4,296,42.08627,-85.82485,Main Lake,
Cedar Lake,Van Buren,Michigan,newkayakdesigncedarlakevbc,D. McLaughlin,2020,7,7,7/7/20,13:05:30,640,86.5,296,42.08619,-85.82488,Main Lake,
Cedar Lake,Van Buren,Michigan,newkayakdesigncedarlakevbc,D. McLaughlin,2020,7,7,7/7/20,13:05:40,650,86.5,297,42.08609,-85.82492,Main Lake,
Cedar Lake,Van Buren,Michigan,newkayakdesigncedarlakevbc,D. McLaughlin,2020,7,7,7/7/20,13:05:50,660,86.4,296,42.086,-85.82496,Main Lake,
Cedar Lake,Van Buren,Michigan,newkayakdesigncedarlakevbc,D. McLaughlin,2020,7,7,7/7/20,13:06:00,670,86.4,296,42.08592,-85.825,Main Lake,
Cedar Lake,Van Buren,Michigan,newkayakdesigncedarlakevbc,D. McLaughlin,2020,7,7,7/7/20,13:06:10,680,86.4,295,42.08584,-85.82504,Main Lake,
Cedar Lake,Van Buren,Michigan,newkayakdesigncedarlakevbc,D. McLaughlin,2020,7,7,7/7/20,13:06:20,690,86.4,296,42.08575,-85.82508,Main Lake,
